Feature,1014853,1014992,1014993,1015053,1015054
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池容量(kWh),9.98,6,9.98,9.98,9.98
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置
电动机总扭矩(N·m),61,61,61,61,61
电动机总功率(kW),12,12,12,12,12
电动机(Ps),16,16,16,16,16
电动座椅记忆功能,-,-,-,-,-
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-
电动后备厢,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
温度分区控制,-,-,-,-,-
最高车速(km/h),71,71,71,71,71
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整备质量(kg),615,-,590,590,615
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
慢充时间(小时),8,-,8,8,8
感应雨刷功能,-,-,-,-,-
感应后备厢,-,-,-,-,-
座椅材质,,,,,
座位数(个),1,1,1,1,1
并线辅助,-,-,-,-,-
工信部续航里程(km),-,-,-,-,-
工信部纯电续航里程(km),-,-,-,-,-
巡航系统,-,-,-,-,-
宽度(mm),1080,1080,1080,1080,1080
安全带未系提醒,-,-,-,-,-
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),920,920,920,920,920
后轮胎规格,135/70 R12,135/70 R12,135/70 R12,135/70 R12,135/70 R12
后电动机最大扭矩(N·m),61,61,61,61,61
后电动机最大功率(kW),12,12,12,12,12
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),3.78万,2.88万,3.48万,4.08万,4.38万
厂商,德力汽车,德力汽车,德力汽车,德力汽车,德力汽车
卫星导航系统,-,-,-,-,-
助力类型,电动助力,无助力,无助力,无助力,电动助力
副座椅调节方式,-,-,-,-,-
前轮距(mm),918,918,918,918,918
前轮胎规格,135/70 R12,135/70 R12,135/70 R12,135/70 R12,135/70 R12
前排座椅功能,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
主座椅调节方式,,,,,
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-
上市时间,2022.12,2022.12,2022.12,2023.01,2023.01
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
