Feature,57706,57707,57708,57709,57710,57711
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
负离子发生器,●,●,●,●,●,●
语音识别控制系统,,,,,,
触摸式阅读灯,●,●,●,●,●,●
被动行人保护,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
芯片总算力,,,,,,
自适应远近光,○,○,○,○,●,●
自动驻车,●,●,●,●,●,●
自动泊车入位,○,○,○,○,●,●
自动头灯,●,●,●,●,●,●
自动变道辅助,○,○,○,○,●,●
膝部气囊,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-
第二排座椅功能,,,,,,
空调温度控制方式,,,,,,
空气悬架,-,-,●,●,●,●
离去角(°),20,20,21,21,21,21
百公里耗电量(kWh/100km),17.2,17.3,17.1,17.3,17.1,17.3
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,江苏时代/苏州正力,江苏时代/苏州正力,江苏时代/苏州正力,江苏时代/苏州正力,江苏时代/苏州正力,江苏时代/苏州正力
电能当量燃料消耗量(L/100km),1.9,2,1.9,2,1.9,2
电磁感应悬架,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●
电池能量密度(Wh/kg),142.1,185.44,142.1,185.44,142.1,185.44
电池能量(kWh),75,100,75,100,75,100
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂+磷酸铁锂,三元锂电池,三元锂+磷酸铁锂,三元锂电池,三元锂+磷酸铁锂,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,前永磁/同步 后交流/异步,永磁/同步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步,前永磁/同步 后交流/异步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),610,610,725,725,725,725
电动机总功率(kW),320,320,400,400,400,400
电动机总功率(Ps),435,435,544,544,544,544
电动机(Ps),435,435,544,544,544,544
电动扰流板,-,-,-,-,-,-
电动座椅记忆功能,,,,,,
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
热泵空调,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),-,-,-,-,-,-
毫米波雷达数量,,,,,,
最高车速(km/h),200,200,200,200,200,200
最大满载质量(kg),2750,2750,2799,2799,2799,2799
最大扭矩(N·m),610,610,725,725,725,725
最大功率(kW),320,320,400,400,400,400
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,○,○,○,○,●,●
方向盘位置调节,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),2250,2280,2299,2329,2299,2329
整体主动转向系统,-,-,-,-,-,-
摄像头数量,,,,,,
接近角(°),17,17,17,17,17,17
换电,支持,支持,支持,支持,支持,支持
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,,,,,,
手机互联/映射,-,-,-,-,-,-
手机APP远程控制,,,,,,
手势控制,-,-,-,-,-,-
慢充时间(小时)_y,11.5,14,11.5,14,11.5,14
慢充时间(小时)_x,11.5,14,11.5,14,11.5,14
感应雨刷功能,,,,,,
感应后备厢,●,●,●,●,●,●
快充电量百分比,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80
快充时间(小时)_y,0.6,0.8,0.6,0.8,0.6,0.8
快充时间(小时)_x,0.6,0.8,0.6,0.8,0.6,0.8
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1965,1965,1965,1965,1965,1965
官方0-100km/h加速(s),5.4,5.4,4.5,4.5,4.5,4.5
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具
地图品牌,,,,,,
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱
哨兵模式/千里眼,●,●,●,●,●,●
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1672,1672,1672,1672,1672,1672
后轮胎规格,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/50 R20,255/50 R20
后电动机最大功率(kW),160,160,240,240,240,240
后排独立空调,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排小桌板,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后备厢容积(L),510-1405,510-1405,510-1405,510-1405,510-1405,510-1405
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-
可变悬架功能,,,,,,
可加热喷水嘴,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),39.60万,45.40万,43.60万,49.40万,49.60万,55.40万
厂商,蔚来,蔚来,蔚来,蔚来,蔚来,蔚来
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1668,1668,1668,1668,1668,1668
前轮胎规格,255/55 R19,255/55 R19,255/55 R19,255/55 R19,255/50 R20,255/50 R20
前电动机最大功率(kW),160,160,160,160,160,160
前方碰撞预警,●,●,●,●,●,●
前排座椅功能,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,○,●,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,465,605,475,615,475,615
NEDC纯电续航里程(km)_x,465,605,475,615,475,615
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,●,●
ETC装置,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
220V/230V电源,-,-,-,-,-,-
