Feature,46092,48636,48844,49642,49643,50169
系统综合扭矩(N·m),-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
空气悬架,-,-,-,-,-,-
百公里耗电量(kWh/100km),17.2,16.2,16.2,15.2,16.2,17.2
疲劳驾驶提示,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●
电池能量(kWh),83.4,83.4,83.4,57.3,83.4,83.4
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步
电机布局,前置+后置,后置,后置,后置,后置,前置+后置
电动机总扭矩(N·m),460,310,310,310,310,460
电动机总功率(kW),230,150,150,125,150,230
电动机(Ps),313,204,204,170,204,313
电动扰流板,-,-,-,-,-,-
电动座椅记忆功能,,,,-,-,
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,○,○,●
电动后备厢,●,●,●,○,○,●
电动可调踏板,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
灯光特色功能,,,,,,
激光雷达数量,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
涉水感应系统,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-
毫米波雷达数量,-,-,-,-,-,-
最高车速(km/h),160,160,160,160,160,160
最小离地间隙(mm),-,-,-,-,-,-
最大扭矩(N·m),460,310,310,310,310,460
最大功率(kW),230,150,150,125,150,230
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,●,●,●,-,-,●
方向盘位置调节,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2250,2120,2120,1960,2120,2250
整体主动转向系统,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,,-,-,-,-,-
手机无线充电功能,,,,-,-,
手机互联/映射,,,,,,
手势控制,-,-,-,-,-,-
慢充时间(小时)_y,12.5,12.5,12.5,8.5,12.5,12.5
慢充时间(小时)_x,12.5,12.5,12.5,8.5,12.5,12.5
感应雨刷功能,,,,,,
感应后备厢,●,●,●,○,○,●
快充电量百分比,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5
座椅材质,,,,,,
座椅布局,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5
并线辅助,●,●,●,-,-,●
巡航系统,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1852,1852,1852,1852,1852,1852
实测续航里程(km),-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,无,无,无,无,无,无
四驱形式,电动四驱,-,-,-,-,电动四驱
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-
后轮胎规格,255/40 R21,255/45 R20,255/45 R20,235/55 R19,255/45 R20,255/40 R21
后电动机最大扭矩(N·m),-,310,310,310,310,-
后电动机最大功率(kW),150,150,150,125,150,150
后排独立空调,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-
后排杯架,●,●,●,-,-,●
后排控制多媒体,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排座椅功能,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-
可加热喷水嘴,○,○,-,-,○,○
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),27.2888万,23.5888万,23.5888万,19.9888万,21.9888万,26.8888万
厂商,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众
卫星导航系统,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),-,-,-,-,-,-
前轮胎规格,235/45 R21,235/50 R20,235/50 R20,235/55 R19,235/50 R20,235/45 R21
前电动机最大扭矩(N·m),-,-,-,-,-,-
前电动机最大功率(kW),80,-,-,-,-,80
前排座椅功能,,,,,,
前排中间气囊,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,-,-,●
侧滑门形式,-,-,-,-,-,-
主座椅调节方式,,,,,,
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2021.01,2021.01,2021.01,2021.01,2021.01,2021.03
上坡辅助,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
NEDC纯电续航里程(km),520,555,555,402,555,520
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,●,○,○,-,-,●
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
