Feature,1007276,1007277,1007278
最大功率转速(rpm),5800,5800,5800
最大功率(kW)_y,77,77,77
最大功率(kW)_x,77,77,77
无钥匙进入系统,-,-,-
无钥匙启动系统,-,-,-
方向盘调节,-,-,-
方向盘记忆,-,-,-
方向盘电动调节,-,-,-
方向盘换挡,-,-,-
方向盘加热,-,-,-
整车质保,-,-,-
整备质量(kg),-,-,-
排量(mL),1485,1485,1485
挡位个数,5,5,5
扬声器品牌,-,-,-
扬声器个数,2-3喇叭,4-5喇叭,2-3喇叭
感应雨刷,-,-,-
感应后备厢,-,-,-
座椅高低调节,-,-,-
座椅材料,织物,织物,织物
座位数(个),2,7,5/7
并线辅助,-,-,-
工信部综合油耗(L/100km),-,-,-
宽度(mm),1670,1670,1670
定速巡航,-,-,-
安全带未系提示,-,-,-
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
多功能方向盘,-,-,-
外接音源接口,USB,USB,USB
后风挡遮阳帘,-,-,-
后雨刷,-,-,-
后轮距(mm),1440,1440,1440
后轮胎规格,165 R14LT,165 R14LT,165 R14LT
后视镜记忆,-,-,-
后视镜电动调节,-,-,-
后视镜电动折叠,-,-,-
后视镜加热,-,-,-
后桥限滑差速器/差速锁,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门
后排独立空调,-,●,-
后排液晶屏,-,-,-
后排杯架,-,-,-
后排座椅电动调节,-,-,-
后排座椅放倒方式,-,-,-
后排侧隐私玻璃,-,-,-
后排侧遮阳帘,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,●,-
后制动器类型,鼓式,鼓式,鼓式
可变转向比,-,-,-
可变悬架,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-
发动机型号,L2B,L2B,L2B
发动机启停技术,-,-,-
发动机,1.5L 105马力 L4,1.5L 105马力 L4,1.5L 105马力 L4
压缩比,-,-,-
厂商指导价(元),4.79万,5.08万,4.58万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱
助力类型,电动助力,电动助力,电动助力
前雾灯,-,●,-
前轮距(mm),1420,1420,1420
前轮胎规格,165 R14LT,165 R14LT,165 R14LT
前桥限滑差速器/差速锁,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式
前/后驻车雷达,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-
前/后排座椅按摩,-,-,-
前/后排座椅加热,-,-,-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
内/外后视镜自动防眩目,-,-,-
全景摄像头,-,-,-
全景天窗,-,-,-
倒车视频影像,-,○,-
侧滑门,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,-,-,-
中控台彩色大屏,-,○,-
中央差速器锁止功能,-,-,-
上市时间,-,-,-
上坡辅助,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
GPS导航系统,-,-,-
CD/DVD,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
