Feature,54389,54390,54391,55931,55932,55951,55953,55982,55983
车型名称,奔奔E-Star 2021款 国民版 多彩款 磷酸铁锂（31.18kWh）,奔奔E-Star 2021款 国民版 多彩款 磷酸铁锂（31.86kWh）,奔奔E-Star 2021款 国民版 多彩款 磷酸铁锂（31.95kWh）,奔奔E-Star 2022款 清心版 多彩款 三元锂,奔奔E-Star 2022款 赏心版 多彩款 三元锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 赏心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 国民版 多彩限量款（快充版）三元锂,奔奔E-Star 2022款 国民版 多彩限量款（快充版）磷酸铁锂
车前雾灯,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-
车侧脚踏板,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-,-,-,-
语音识别控制系统,-,-,-,-,,-,,-,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,
行李厢容积(L),147,147,147,147,147,147,147,147,147
行李厢12V电源接口,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,-,●,-,●,●,●
芯片总算力,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
纯电续航里程(km),301,301,301,310,310,310,310,301,301
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●
电池能量(kWh),31.18,31.86,31.95,32.2,32.2,-,-,32.2,31.18
电池组质保,首任车主十年或30万公里,首任车主十年或30万公里,首任车主十年或30万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),170,170,170,170,170,170,170,170,170
电动机总功率(kW),55,55,55,55,55,55,55,55,55
电动机(Ps),75,75,75,75,75,75,75,75,75
电动扰流板,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-
灯光特色功能,-,-,-,-,-,-,-,-,-
激光雷达数量,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,,,,,-,-
涉水感应系统,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-
毫米波雷达数量,-,-,-,-,-,-,-,-,-
最高车速(km/h),101,101,101,101,101,101,101,101,101
最小离地间隙(mm),-,-,-,-,-,-,-,-,-
最大扭矩(N·m),170,170,170,170,170,170,170,170,170
最大功率(kW),55,55,55,55,55,55,55,55,55
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-
无框设计车门,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1150,1150,1150,1180,1180,1180,1180,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,-
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,-,-,-,-,,
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,12,12,12,12,12,12,12,12,12
慢充时间(小时)_x,12,12,12,12,12,12,12,12,12
感应雨刷功能,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,80,80,80,80,80,80
快充电量(%),-,-,-,80,80,80,80,80,80
快充时间(小时)_y,-,-,-,0.8,0.8,0.8,0.8,0.8,0.8
快充时间(小时)_x,-,-,-,0.8,0.8,0.8,0.8,0.8,0.8
座椅材质,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,●,-,●,-,-
宽度(mm),1650,1650,1650,1650,1650,1650,1650,1650,1650
实测续航里程(km),-,-,-,-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-
官方0-50km/h加速(s),4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,●,●,●,●,-,-
夜视系统,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,-,-,-,●,●,●,●,-,-
外后视镜功能,-,-,-,,,,,-,-
备胎规格,无,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1430,1430,1430,1430,1430,1430,1430,1430,1430
后轮胎规格,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排座椅功能,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,盘式,盘式,盘式,盘式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.38万,5.38万,5.38万,6.98万,7.48万,6.98万,7.48万,5.38万,5.38万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,-,-,-,-,●,-,●,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1420,1420,1420,1415,1415,1415,1415,1420,1420
前轮胎规格,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15
前电动机最大扭矩(N·m),170,170,170,170,170,170,170,170,170
前电动机最大功率(kW),55,55,55,55,55,55,55,55,55
前排座椅功能,-,-,-,-,-,-,-,-,-
前排中间气囊,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,-,-,-,●,●,●,●,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-
侧滑门形式,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2021.11,2021.11,2021.11,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,-,-,●,-,-,-,-
NEDC纯电续航里程(km),301,301,301,310,310,310,310,301,301
LED日间行车灯,-,-,-,-,●,-,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-
EPA纯电续航里程(km),-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-
