Feature,1018932,1018933,1019388,1019389,1019390,1019391,1019392
疲劳驾驶提示,-,-,○,○,○,○,○
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),80,80,80,80,80,80,80
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-
最大马力(Ps),163,163,163,163,163,163,163
最大满载质量(kg),-,-,-,-,-,-,-
最大扭矩转速(rpm),1500-2500,1500-2500,1500-2500,1500-2500,1500-2500,1500-2500,1500-2500
最大扭矩(N·m)_y,400,400,400,400,400,400,400
最大扭矩(N·m)_x,400,400,400,400,400,400,400
最大功率转速(rpm),3500,3500,3500,3500,3500,3500,3500
最大功率(kW)_y,120,120,120,120,120,120,120
最大功率(kW)_x,120,120,120,120,120,120,120
最大净功率(kW),-,-,-,-,-,-,-
无钥匙进入功能,-,-,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),-,-,-,-,-,-,-
推荐燃油标号,0号,0号,0号,0号,0号,0号,0号
排量(mL),2298,2298,2298,2298,2298,2298,2298
挡位个数,6,6,6,9,6,9,6
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,,,,,
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,,-,,
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),2090,2090,2090,2090,2090,2090,2090
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,,,,,,,
后排车门开启方式,,,,,,,
后排独立空调,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,9挡自动,6挡手动,9挡自动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,M9T-602,M9T-602,M9T-602,M9T-602,M9T-602,M9T-602,M9T-602
发动机,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4,2.3T 163马力 L4
厂商指导价(元),19.09万,21.68万,21.68万,23.98万,22.98万,25.68万,26.99万
厂商,宇通客车,宇通客车,宇通客车,宇通客车,宇通客车,宇通客车,宇通客车
卫星导航系统,-,-,-,-,-,-,-
助力类型,,,,,,,
副座椅调节方式,,,,,,,
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,,,,,,,
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,,,,,
中控屏幕尺寸,-,-,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.07
上坡辅助,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-,-
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
