Feature,1013958,1013959,1014081,1014479,1014480
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1290,1290,1290,1290,1290
后轮胎规格,165 R13LT,165 R13LT,165 R13LT,165 R13LT,165 R13LT
后电动机最大扭矩(N·m),150,150,150,150,150
后电动机最大功率(kW),45,45,45,45,45
后排车门开启方式,-,-,-,-,-
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.58万,12.88万,10.68万,12.08万,12.38万
厂商,瑞驰新能源,瑞驰新能源,瑞驰新能源,瑞驰新能源,瑞驰新能源
卫星导航系统,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,
前轮距(mm),1290,1290,1290,1290,1290
前轮胎规格,165 R13LT,165 R13LT,165 R13LT,165 R13LT,165 R13LT
前电动机最大扭矩(N·m),-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-
前排座椅功能,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-
内后视镜功能,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
主座椅调节方式,,,,,
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-
上市时间,2022.06,2022.06,2022.06,2022.10,2022.10
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
